確定病名,發病日,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,F,否,60-64,4
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,土城區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,F,否,65-69,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,永和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,F,否,65-69,8
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,樹林區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,F,否,70+,4
嚴重特殊傳染性肺炎,2021/05/15,新北市,土城區,F,否,70+,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,五股區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,F,否,70+,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,樹林區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,35-39,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,新店區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,新店區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,八里區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,50-54,4
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,M,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,樹林區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,蘆洲區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,八里區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,M,否,55-59,5
嚴重特殊傳染性肺炎,2021/05/15,新北市,土城區,M,否,55-59,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,永和區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,55-59,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,新店區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,M,否,55-59,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,M,否,60-64,4
嚴重特殊傳染性肺炎,2021/05/15,新北市,三峽區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,土城區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,60-64,5
嚴重特殊傳染性肺炎,2021/05/15,新北市,永和區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,泰山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,深坑區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,新店區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,樹林區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,土城區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,65-69,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,五股區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,永和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,新店區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/15,新北市,蘆洲區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,三重區,M,否,70+,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,土城區,M,否,70+,3
嚴重特殊傳染性肺炎,2021/05/15,新北市,中和區,M,否,70+,4
嚴重特殊傳染性肺炎,2021/05/15,新北市,永和區,M,否,70+,5
嚴重特殊傳染性肺炎,2021/05/15,新北市,板橋區,M,否,70+,8
嚴重特殊傳染性肺炎,2021/05/15,新北市,泰山區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,新店區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,新北市,樹林區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,嘉義縣,大林鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/15,彰化縣,田中鎮,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/15,彰化縣,溪湖鎮,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/15,彰化縣,永靖鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/15,彰化縣,彰化市,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/15,彰化縣,田中鎮,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/15,彰化縣,溪湖鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/15,彰化縣,彰化市,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,台中市,潭子區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/16,台中市,霧峰區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/16,台中市,霧峰區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,台中市,北區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,F,否,25-29,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,中正區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,30-34,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,士林區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,35-39,4
嚴重特殊傳染性肺炎,2021/05/16,台北市,士林區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中山區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,松山區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,40-44,7
嚴重特殊傳染性肺炎,2021/05/16,台北市,士林區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,大同區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,大安區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中正區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,45-49,5
嚴重特殊傳染性肺炎,2021/05/16,台北市,士林區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,大同區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,中正區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,南港區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,50-54,10
嚴重特殊傳染性肺炎,2021/05/16,台北市,大同區,F,否,55-59,3
嚴重特殊傳染性肺炎,2021/05/16,台北市,中山區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,中正區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,55-59,19
嚴重特殊傳染性肺炎,2021/05/16,台北市,士林區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,內湖區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,60-64,8
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,北投區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,65-69,6
嚴重特殊傳染性肺炎,2021/05/16,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,F,否,70+,6
嚴重特殊傳染性肺炎,2021/05/16,台北市,士林區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中山區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,中山區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,松山區,M,否,30-34,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,南港區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,45-49,4
嚴重特殊傳染性肺炎,2021/05/16,台北市,大同區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,大安區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中正區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,M,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,北投區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,50-54,7
嚴重特殊傳染性肺炎,2021/05/16,台北市,大安區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,M,否,55-59,3
嚴重特殊傳染性肺炎,2021/05/16,台北市,南港區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,55-59,7
嚴重特殊傳染性肺炎,2021/05/16,台北市,大安區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中正區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,內湖區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,松山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,M,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,60-64,11
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,信義區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,65-69,4
嚴重特殊傳染性肺炎,2021/05/16,台北市,大同區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,大安區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,中山區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/05/16,台北市,文山區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,台北市,萬華區,M,否,70+,8
嚴重特殊傳染性肺炎,2021/05/16,宜蘭縣,羅東鎮,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,宜蘭縣,羅東鎮,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/16,空值,空值,M,是,25-29,2
嚴重特殊傳染性肺炎,2021/05/16,空值,空值,M,是,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,屏東縣,潮州鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/16,屏東縣,屏東市,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,桃園區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,龜山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,八德區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,蘆竹區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,桃園區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,龜山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,桃園區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,桃園區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,蘆竹區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,平鎮區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,蘆竹區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,大溪區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,中壢區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,蘆竹區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,桃園區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,龜山區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,龜山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/16,桃園市,桃園區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,高雄市,左營區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,高雄市,新興區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,基隆市,安樂區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/16,基隆市,仁愛區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/16,基隆市,安樂區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,基隆市,安樂區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,新店區,F,否,1,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,五股區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,八里區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,永和區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,20-24,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,金山區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,汐止區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,新莊區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,土城區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,永和區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,新店區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,新莊區,F,否,35-39,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,蘆洲區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,40-44,5
嚴重特殊傳染性肺炎,2021/05/16,新北市,土城區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,五股區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,汐止區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,40-44,3
嚴重特殊傳染性肺炎,2021/05/16,新北市,新莊區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,45-49,3
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,五股區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,永和區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,45-49,6
嚴重特殊傳染性肺炎,2021/05/16,新北市,淡水區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,樹林區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,永和區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,50-54,4
嚴重特殊傳染性肺炎,2021/05/16,新北市,泰山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,新莊區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,土城區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,55-59,3
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,60-64,5
嚴重特殊傳染性肺炎,2021/05/16,新北市,新店區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,土城區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,65-69,3
嚴重特殊傳染性肺炎,2021/05/16,新北市,新店區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,蘆洲區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,鶯歌區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,五股區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,永和區,F,否,70+,3
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,F,否,70+,5
嚴重特殊傳染性肺炎,2021/05/16,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,M,否,1,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,淡水區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,永和區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,新店區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,土城區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,石碇區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,新店區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,M,否,30-34,3
嚴重特殊傳染性肺炎,2021/05/16,新北市,新店區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,三峽區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,土城區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,M,否,35-39,5
嚴重特殊傳染性肺炎,2021/05/16,新北市,新店區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,新莊區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,中和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,五股區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,永和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,新莊區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,三重區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,三峽區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/16,新北市,土城區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/16,新北市,板橋區,M,否,45-49,2
